"","Gene_name","WT1","WT3","WT4","muMT3","muMT1"
"635","2410016O06Rik",4,5,3,3,1
"636","2410017I17Rik",0,0,1,0,0
"637","2410018L13Rik",0,0,0,0,0
"638","2410018M08Rik",0,0,0,0,0
"639","2410021H03Rik",0,0,1,0,1
"640","2410057H14Rik",4,1,3,4,1
"641","2410066E13Rik",1,0,1,1,0
"642","2410076I21Rik",47,71,63,82,68
"643","2410088K16Rik",0,1,0,0,0
"644","2410089E03Rik",0,0,1,0,0
"645","2410114N07Rik",0,0,0,0,0
"646","2410124H12Rik",0,0,0,0,0
"647","2410127L17Rik",1,0,0,1,0
"648","2410131K14Rik",0,1,0,1,0
"649","2410137F16Rik",40,55,46,39,48
"650","2410137M14Rik",0,0,0,0,0
"651","2410141K09Rik",0,0,0,0,0
"652","2500004C02Rik",5,1,1,1,0
"653","2510002D24Rik",0,0,1,0,0
"654","2510003D18Rik",0,1,1,0,0
"655","2510003E04Rik",10,10,11,7,6
"656","2510009E07Rik",1,2,3,2,1
"657","2510039O18Rik",0,2,0,0,0
"658","2510049J12Rik",31,37,40,32,30
"659","2600006L11Rik",0,0,0,0,0
"660","2610001J05Rik",0,0,0,0,0
"661","2610002J02Rik",1,0,0,0,0
"662","2610002M06Rik",1,0,1,1,1
"663","2610005L07Rik",3,0,4,1,1
"664","2610008E11Rik",1,1,2,2,0
"665","2610015P09Rik",1,2,6,5,5
"666","2610016A17Rik",0,0,0,0,0
"667","2610017I09Rik",0,6,3,4,1
"668","2610018G03Rik",0,1,1,2,0
"669","2610019E17Rik",0,0,0,0,1
"670","2610019F03Rik",0,0,0,1,0
"671","2610020C07Rik",195,280,393,288,214
"672","2610020H08Rik",1,10,6,3,4
"673","2610027K06Rik",118,189,211,181,157
"674","2610028E06Rik",0,0,0,0,0
"675","2610028H24Rik",16,21,40,35,10
"676","2610034B18Rik",6,6,9,10,6
"677","2610034M16Rik",0,1,0,0,0
"678","2610035D17Rik",0,0,0,0,1
"679","2610035F20Rik",17,23,28,15,15
"680","2610037D02Rik",0,0,0,0,0
"681","2610044O15Rik8",0,0,0,0,0
"682","2610100L16Rik",0,0,1,0,0
"683","2610203C20Rik",0,0,0,3,0
"684","2610203C22Rik",59,79,64,92,58
"685","2610204G22Rik",0,0,0,0,0
"686","2610206C17Rik",25,34,32,33,18
"687","2610301B20Rik",0,2,0,2,0
"688","2610301G19Rik",4,6,15,10,9
"689","2610305D13Rik",0,0,0,0,0
"690","2610306M01Rik",5,6,7,9,1
"691","2610307P16Rik",0,0,0,0,0
"692","2610316D01Rik",0,0,0,0,0
"693","2610318N02Rik",0,0,0,0,0
"694","2610507B11Rik",0,3,2,5,4
"695","2610507I01Rik",0,0,1,0,0
"696","2610524H06Rik",1,0,1,5,0
"697","2610528A11Rik",0,0,0,0,0
"698","2610528J11Rik",0,0,0,0,0
"699","2700029M09Rik",1,0,4,2,0
"700","2700038G22Rik",0,0,0,0,0
"701","2700046A07Rik",2,0,0,0,0
"702","2700046G09Rik",0,0,0,2,0
"703","2700049A03Rik",0,1,2,0,0
"704","2700050L05Rik",0,0,0,0,0
"705","2700054A10Rik",0,0,0,0,0
"706","2700060E02Rik",7,30,30,30,24
"707","2700062C07Rik",1,1,1,0,0
"708","2700069I18Rik",0,0,0,0,0
"709","2700070H01Rik",0,0,0,0,0
"710","2700081L22Rik",0,0,0,1,0
"711","2700081O15Rik",41,45,44,54,56
"712","2700086A05Rik",0,0,0,0,0
"713","2700089E24Rik",5,8,10,9,4
"714","2700089I24Rik",0,0,0,0,0
"715","2700094K13Rik",0,2,0,0,0
"716","2700097O09Rik",0,0,0,0,0
"717","2700099C18Rik",59,95,84,75,56
"718","2810001G20Rik",0,0,0,0,1
"719","2810002D19Rik",0,2,2,2,2
"720","2810004N23Rik",1,1,0,0,0
"721","2810006K23Rik",0,0,0,0,0
"722","2810007J24Rik",0,0,0,0,0
"723","2810008D09Rik",2,0,1,0,1
"724","2810011L19Rik",1,0,3,1,0
"725","2810013P06Rik",0,0,0,0,0
"726","2810021J22Rik",0,0,0,1,0
"727","2810025M15Rik",2,2,3,3,1
"728","2810029C07Rik",0,0,0,1,0
"729","2810032G03Rik",0,0,0,0,0
"730","2810047C21Rik1",0,0,0,0,0
"731","2810049E08Rik",0,0,0,0,0
"732","2810055G20Rik",2,2,2,3,2
"733","2810403A07Rik",0,3,0,2,0
"734","2810403D21Rik",0,0,0,0,0
"735","2810404M03Rik",0,0,0,0,0
"736","2810405F15Rik",7,10,1,4,4
"737","2810407C02Rik",5,19,14,9,5
"738","2810408A11Rik",0,0,1,1,0
"739","2810408I11Rik",0,0,0,0,0
"740","2810408M09Rik",0,1,0,1,2
"741","2810410L24Rik",0,0,3,1,0
"742","2810417H13Rik",0,0,4,1,3
"743","2810428I15Rik",0,2,1,1,0
"744","2810429I04Rik",0,0,0,0,0
"745","2810433D01Rik",0,0,1,0,0
"746","2810442I21Rik",0,0,0,0,0
"747","2810442N19Rik",2,0,1,0,1
"748","2810454H06Rik",7,9,9,2,2
"749","2810459M11Rik",0,0,2,1,0
"750","2810468N07Rik",0,1,0,0,0
"751","2810471M01Rik",0,0,0,0,0
"752","2810474O19Rik",0,2,1,0,0
"753","2900002K06Rik",293,393,511,451,313
"754","2900005J15Rik",3,2,1,7,4
"755","2900008C10Rik",1,0,0,0,0
"756","2900009J06Rik",1,0,0,0,0
"757","2900011O08Rik",3,5,6,5,4
"758","2900026A02Rik",1,2,2,0,1
"759","2900041M22Rik",2,3,4,5,2
"760","2900052N01Rik",1,4,2,2,1
"761","2900055J20Rik",8,5,15,15,11
"762","2900056M20Rik",0,0,0,0,0
"763","2900057B20Rik",0,0,1,0,0
"764","2900060B14Rik",0,0,0,0,0
"765","2900076A07Rik",0,0,2,1,1
"766","2900079G21Rik",103,73,144,60,50
"767","2900092C05Rik",0,0,0,0,0
"768","2900092D14Rik",1,3,2,0,0
"769","2900093L17Rik",0,0,0,0,0
"770","2900097C17Rik",25,39,32,39,13
"771","3000002C10Rik",0,0,2,1,0
"772","3010001F23Rik",9,12,20,11,9
"773","3010026O09Rik",7,7,4,11,11
"774","3100003L05Rik",0,0,0,0,0
"775","3110001D03Rik",0,1,0,1,0
"776","3110001I22Rik",0,0,0,0,0
"777","3110002H16Rik",86,127,101,117,121
"778","3110007F17Rik",0,0,0,0,0
"779","3110009E18Rik",0,0,0,0,0
"780","3110009F21Rik",0,0,0,0,0
"781","3110015C05Rik",0,0,0,0,0
"782","3110021A11Rik",0,0,1,0,0
"783","3110021N24Rik",71,87,157,78,45
"784","3110035E14Rik",1,3,8,3,1
"785","3110039I08Rik",0,0,0,0,0
"786","3110039M20Rik",0,0,0,0,0
"787","3110040N11Rik",0,0,3,1,1
"788","3110043O21Rik",0,0,0,0,1
"789","3110045C21Rik",9,10,14,13,14
"790","3110047P20Rik",52,32,70,38,23
"791","3110052M02Rik",0,0,0,0,0
"792","3110056K07Rik",1,1,5,2,1
"793","3110057O12Rik",0,0,0,0,0
"794","3110062M04Rik",48,50,85,67,37
"795","3110070M22Rik",3,4,7,2,4
"796","3110079O15Rik",0,0,0,1,0
"797","3110082I17Rik",0,1,0,0,0
"798","3110082J24Rik",6,6,15,7,6
"799","3110099E03Rik",0,0,0,0,0
"800","3200001D21Rik",13,17,52,19,8
"801","3230401D17Rik",0,1,0,0,0
"802","3300002I08Rik",0,0,0,0,0
"803","3300005D01Rik",0,0,0,0,0
"804","3425401B19Rik",0,0,0,0,0
"805","3632451O06Rik",0,1,1,2,0
"806","3632454L22Rik",0,1,0,1,0
"807","3830403N18Rik",0,0,0,0,0
"808","3830406C13Rik",1,0,1,0,1
"809","3830408C21Rik",0,0,0,0,0
"810","3830417A13Rik",0,0,0,0,0
"811","3930402G23Rik",0,1,2,0,0
"812","4430402I18Rik",28,34,47,23,16
"813","4632415K11Rik",0,0,1,0,0
"814","4632415L05Rik",0,0,1,1,0
"815","4632427E13Rik",0,0,0,0,0
"816","4632428C04Rik",0,0,3,0,0
"817","4632428N05Rik",2,0,2,1,1
"818","4632434I11Rik",0,1,0,0,0
"819","4732415M23Rik",0,7,6,3,4
"820","4732416N19Rik",85,101,161,103,56
"821","4732456N10Rik",0,0,0,0,0
"822","4732471J01Rik",65,116,146,89,60
"823","4732490B19Rik",0,0,0,0,0
"824","4732491K20Rik",0,2,1,1,0
"825","4831440E17Rik",0,1,0,2,0
"826","4833403I15Rik",0,0,0,0,0
"827","4833412C05Rik",0,0,0,0,0
"828","4833417C18Rik",0,0,0,0,0
"829","4833418N02Rik",4,9,11,7,6
"830","4833419F23Rik",0,0,0,0,0
"831","4833420G17Rik",5,7,13,5,11
"832","4833422C13Rik",333,318,517,314,190
"833","4833423E24Rik",0,0,0,0,0
"834","4833424O15Rik",2,2,1,1,2
"835","4833427F10Rik",1,0,2,1,0
"836","4833427G06Rik",0,0,0,0,0
"837","4833428L15Rik",0,0,0,0,0
"838","4833439L19Rik",6,10,12,8,10
"839","4921501E09Rik",0,0,0,0,0
"840","4921504E06Rik",1,0,0,0,0
"841","4921506M07Rik",0,0,0,0,0
"842","4921507L20Rik",7,6,9,4,3
"843","4921507P07Rik",3,6,7,4,1
"844","4921508A21Rik",0,0,0,0,0
"845","4921508D12Rik",0,0,0,0,0
"846","4921509C19Rik",0,0,0,0,0
"847","4921509O07Rik",0,0,0,0,0
"848","4921511C10Rik",1,2,0,0,2
"849","4921511C20Rik",0,0,0,0,0
"850","4921511H03Rik",0,0,0,0,1
"851","4921511I17Rik",139,167,292,196,90
"852","4921511M17Rik",0,0,0,0,0
"853","4921513I03Rik",0,0,0,0,0
"854","4921515E04Rik",0,0,0,0,0
"855","4921517D22Rik",0,0,0,0,0
"856","4921524J17Rik",0,0,1,0,0
"857","4921524L21Rik",0,0,0,0,0
"858","4921525B02Rik",115,182,214,191,127
"859","4921525O09Rik",0,0,0,0,0
"860","4921530D09Rik",20,41,46,34,22
"861","4921530L18Rik",0,1,0,0,0
"862","4921530L21Rik",0,0,0,0,0
"863","4921531C22Rik",0,0,0,0,0
"864","4921531P14Rik",0,0,0,0,0
"865","4921533I20Rik",0,0,0,0,0
"866","4921536K21Rik",0,2,0,1,0
"867","4921539E11Rik",0,0,0,0,0
"868","4922501C03Rik",1,0,0,1,0
"869","4922501L14Rik",0,0,1,0,0
"870","4922502D21Rik",0,0,0,0,0
"871","4922502H24Rik",0,0,0,0,0
"872","4922502N22Rik",0,0,0,0,0
"873","4922505E12Rik",1,0,2,0,0
"874","4930401C15Rik",0,0,0,0,0
"875","4930401O10Rik",0,0,0,0,0
"876","4930401O12Rik",0,0,0,0,0
"877","4930402F06Rik",0,0,0,0,0
"878","4930402F11Rik",0,0,0,0,0
"879","4930402H24Rik",0,2,1,2,0
"880","4930402K13Rik",0,0,0,0,0
"881","4930404A05Rik",0,0,0,0,0
"882","4930404A10Rik",0,0,0,0,0
"883","4930404H11Rik",0,0,0,0,0
"884","4930404I05Rik",7,18,23,12,4
"885","4930404N11Rik",393,582,657,669,446
"886","4930405A10Rik",0,0,0,0,0
"887","4930405A21Rik",1,2,1,0,0
"888","4930405D11Rik",0,0,0,0,0
"889","4930405J17Rik",0,0,1,0,0
"890","4930405P13Rik",36,47,47,36,25
"891","4930406D18Rik",0,0,0,0,0
"892","4930407I10Rik",0,0,0,0,0
"893","4930408F14Rik",0,0,0,0,0
"894","4930412B13Rik",0,0,0,0,0
"895","4930412C18Rik",0,0,1,0,1
"896","4930412O13Rik",0,0,0,0,0
"897","4930413E15Rik",0,0,0,0,0
"898","4930413F20Rik",9,8,11,7,1
"899","4930413G21Rik",178,270,328,224,163
"900","4930413M19Rik",0,0,0,0,0
"901","4930414L22Rik",178,224,378,286,126
"902","4930414N06Rik",25,42,54,35,20
"903","4930415F15Rik",0,0,0,0,0
"904","4930415L06Rik",0,0,0,0,0
"905","4930415O20Rik",1,3,5,1,2
"906","4930417O13Rik",0,0,0,0,0
"907","4930417O22Rik",0,0,0,0,0
"908","4930419G24Rik",96,87,134,126,52
"909","4930422G04Rik",0,0,0,0,1
"910","4930423M02Rik",0,1,0,1,0
"911","4930425K10Rik",0,0,0,0,0
"912","4930425O10Rik",0,0,0,0,0
"913","4930426D05Rik",0,2,0,2,0
"914","4930426L09Rik",0,0,0,0,0
"915","4930427A07Rik",0,0,0,0,0
"916","4930428D18Rik",0,0,0,0,0
"917","4930428E07Rik",0,0,0,0,0
"918","4930428G15Rik",0,0,0,0,0
"919","4930428O21Rik",0,0,0,0,1
"920","4930429B21Rik",14,13,34,12,10
"921","4930429D17Rik",0,0,0,1,0
"922","4930429F11Rik",0,0,0,0,0
"923","4930429F24Rik",25,41,52,34,22
"924","4930430A15Rik",0,0,0,0,0
"925","4930430D24Rik",0,0,0,0,0
"926","4930430F08Rik",41,73,58,56,33
"927","4930430F21Rik",0,0,0,0,0
"928","4930430J02Rik",2,0,1,0,0
"929","4930431F12Rik",0,0,0,0,0
"930","4930431P03Rik",0,0,0,0,0
"931","4930432J09Rik",0,0,0,0,0
"932","4930432K09Rik",0,0,0,0,0
"933","4930432K21Rik",0,2,0,0,0
"934","4930432M17Rik",0,0,0,0,0
"935","4930433B08Rik",0,0,0,0,0
"936","4930433I11Rik",0,0,0,0,0
"937","4930433N12Rik",0,0,0,0,0
"938","4930434J06Rik",0,0,0,0,0
"939","4930435E12Rik",0,0,0,0,0
"940","4930438E09Rik",0,0,0,0,0
"941","4930440C22Rik",0,0,0,0,0
"942","4930441J16Rik",0,0,0,0,0
"943","4930441O14Rik",5,10,13,14,8
"944","4930442J19Rik",0,0,0,0,0
"945","4930442L01Rik",0,0,0,0,0
"946","4930443O20Rik",1,2,0,0,1
"947","4930444A02Rik",2,0,2,1,0
"948","4930444F02Rik",0,0,0,0,0
"949","4930444G20Rik",0,0,1,1,0
"950","4930444M15Rik",0,0,0,0,1
"951","4930444P10Rik",0,0,0,0,0
"952","4930447A16Rik",0,0,0,0,0
"953","4930447C04Rik",0,0,0,0,0
"954","4930447J18Rik",0,0,0,0,0
"955","4930447K03Rik",0,0,0,0,0
"956","4930447N08Rik",2,2,9,9,0
"957","4930448C13Rik",0,0,0,0,0
"958","4930448F12Rik",0,0,0,0,0
"959","4930448H16Rik",0,2,0,0,1
"960","4930448I06Rik",0,0,0,0,0
"961","4930448I18Rik",0,0,0,0,0
"962","4930448K20Rik",0,0,0,0,0
"963","4930449E01Rik",0,0,0,0,0
"964","4930449E18Rik",0,0,0,0,0
"965","4930449I24Rik",0,0,0,0,0
"966","4930451C15Rik",0,0,0,0,0
"967","4930451G09Rik",0,0,1,0,0
"968","4930451I11Rik",0,0,0,0,0
"969","4930452A19Rik",0,0,0,0,0
"970","4930452B06Rik",1,1,3,0,1
"971","4930452G13Rik",0,0,0,0,0
"972","4930452N14Rik",0,0,0,0,0
"973","4930453H23Rik",0,0,0,0,0
"974","4930453L07Rik",0,0,0,0,0
"975","4930453N24Rik",0,0,0,0,0
"976","4930455B14Rik",0,0,0,0,0
"977","4930455C13Rik",108,141,184,171,109
"978","4930455D15Rik",7,5,7,3,1
"979","4930455F16Rik",0,0,0,0,0
"980","4930455F23Rik",5,3,7,4,3
"981","4930455H04Rik",32,63,73,50,40
"982","4930455J16Rik",0,0,0,0,0
"983","4930456L15Rik",1,1,0,0,0
"984","4930459L07Rik",0,0,0,0,0
"985","4930461G14Rik",0,2,2,3,1
"986","4930465A12Rik",0,0,0,0,0
"987","4930465K10Rik",2,0,0,0,0
"988","4930465M20Rik",0,0,0,0,0
"989","4930467D21Rik",0,0,0,0,0
"990","4930467E23Rik",0,0,0,0,0
"991","4930467K11Rik",1,1,0,0,0
"992","4930468A15Rik",0,0,0,0,0
"993","4930469G21Rik",0,1,0,1,3
"994","4930470H14Rik",0,0,1,0,0
"995","4930470P17Rik",12,4,12,2,5
"996","4930471C04Rik",0,0,0,0,0
"997","4930471G03Rik",0,0,0,0,0
"998","4930471I20Rik",125,136,167,145,96
"999","4930471M09Rik",0,0,0,0,0
"1000","4930473A02Rik",1575,2491,2676,2540,1799
"1001","4930473O22Rik",0,0,0,0,0
"1002","4930474G06Rik",0,0,0,0,0
"1003","4930474H20Rik",0,0,0,0,0
"1004","4930474M22Rik",1,1,3,3,1
"1005","4930474N05Rik",0,0,0,0,0
"1006","4930474N09Rik",0,0,0,0,0
"1007","4930478L05Rik",0,0,0,0,0
"1008","4930478P22Rik",0,0,0,0,0
"1009","4930479D17Rik",0,0,0,0,0
"1010","4930479M11Rik",0,1,1,0,0
"1011","4930480E11Rik",0,0,0,0,0
"1012","4930480G23Rik",0,0,0,0,0
"1013","4930480K15Rik",0,0,0,0,0
"1014","4930480M12Rik",0,0,0,0,0
"1015","4930481A15Rik",69,112,103,123,132
"1016","4930483J18Rik",0,0,0,0,0
"1017","4930483K19Rik",54,63,101,70,33
"1018","4930483O08Rik",0,0,0,0,0
"1019","4930486F22Rik",0,0,0,0,0
"1020","4930486I03Rik",0,0,0,0,0
"1021","4930486L24Rik",0,0,0,0,0
"1022","4930487D11Rik",0,0,0,0,0
"1023","4930487H11Rik",0,1,1,0,0
"1024","4930488B22Rik",0,0,0,0,0
"1025","4930488L21Rik",90,97,127,102,44
"1026","4930500F04Rik",0,0,0,0,0
"1027","4930500J02Rik",0,0,0,0,0
"1028","4930500L23Rik",0,0,0,0,0
"1029","4930502A04Rik",0,0,0,0,0
"1030","4930502E09Rik",1,1,1,0,0
"1031","4930502E18Rik",0,0,0,0,0
"1032","4930503B20Rik",0,1,0,0,0
"1033","4930503E14Rik",0,0,0,0,0
"1034","4930503E24Rik",0,0,0,0,0
"1035","4930503H13Rik",0,0,0,0,0
"1036","4930503L19Rik",0,1,1,0,1
"1037","4930503O07Rik",0,0,0,0,0
"1038","4930504O13Rik",0,0,0,0,0
"1039","4930505A04Rik",0,0,0,2,0
"1040","4930505G20Rik",0,0,0,0,0
"1041","4930506C21Rik",522,757,696,751,637
"1042","4930506M07Rik",1,0,7,3,2
"1043","4930507D05Rik",31,27,46,35,20
"1044","4930509E16Rik",0,0,0,0,0
"1045","4930509J09Rik",1,0,3,0,0
"1046","4930509K18Rik",0,0,0,0,0
"1047","4930511A02Rik",0,0,0,0,0
"1048","4930511E03Rik",0,0,0,0,0
"1049","4930511M06Rik",2,0,0,1,0
"1050","4930511M11Rik",0,0,0,0,0
"1051","4930512B01Rik",49,64,95,69,35
"1052","4930513D17Rik",0,0,0,0,0
"1053","4930513N10Rik",8,8,30,12,3
"1054","4930513O06Rik",0,0,0,0,0
"1055","4930515B02Rik",0,0,0,0,0
"1056","4930515G01Rik",1,0,1,0,0
"1057","4930515G16Rik",0,0,0,0,0
"1058","4930515L03Rik",1,0,0,0,0
"1059","4930515L19Rik",0,0,0,0,0
"1060","4930517E11Rik",0,0,0,0,0
"1061","4930518P08Rik",0,0,0,0,0
"1062","4930519D14Rik",0,0,0,0,0
"1063","4930519F09Rik",0,0,0,0,0
"1064","4930519F16Rik",0,0,0,0,0
"1065","4930519F24Rik",0,0,0,0,0
"1066","4930519G04Rik",0,0,0,0,1
"1067","4930519H02Rik",0,0,0,0,0
"1068","4930520O04Rik",0,0,0,1,0
"1069","4930520P13Rik",0,0,0,0,0
"1070","4930521E06Rik",0,0,0,0,0
"1071","4930522H14Rik",0,0,0,0,0
"1072","4930522O17Rik",0,0,0,0,0
"1073","4930523C07Rik",0,0,1,0,0
"1074","4930523O13Rik",0,0,0,0,0
"1075","4930524B15Rik",0,0,0,0,0
"1076","4930524C18Rik",1,0,0,0,0
"1077","4930524L23Rik",49,54,88,44,37
"1078","4930524N10Rik",0,0,0,0,0
"1079","4930524O05Rik",0,0,1,0,0
"1080","4930524O08Rik",0,0,0,0,0
"1081","4930525D18Rik",0,0,0,0,0
"1082","4930525G20Rik",4,0,2,1,0
"1083","4930525M21Rik",0,0,0,0,0
"1084","4930526D03Rik",0,0,0,0,0
"1085","4930526I15Rik",23,38,56,32,30
"1086","4930526L06Rik",0,0,0,0,0
"1087","4930527F14Rik",0,0,0,0,0
"1088","4930527G23Rik",0,0,0,0,0
"1089","4930528A17Rik",34,38,51,30,30
"1090","4930528D03Rik",1,0,0,0,0
"1091","4930528P14Rik",0,0,0,0,0
"1092","4930529C04Rik",0,0,0,0,0
"1093","4930529F24Rik",1,0,1,2,0
"1094","4930529K09Rik",0,0,0,0,0
"1095","4930529L06Rik",0,0,0,0,0
"1096","4930529M08Rik",0,0,0,0,1
"1097","4930533B01Rik",0,0,0,0,0
"1098","4930533P14Rik",0,0,0,0,0
"1099","4930538K18Rik",0,0,0,0,1
"1100","4930539C22Rik",0,0,0,0,0
"1101","4930539E08Rik",0,0,2,0,1
"1102","4930539J05Rik",61,103,118,99,53
"1103","4930539M17Rik",0,0,0,0,0
"1104","4930539N22Rik",0,0,1,0,0
"1105","4930540M03Rik",0,0,0,0,0
"1106","4930542C21Rik",0,1,0,0,0
"1107","4930542D17Rik",0,0,0,0,0
"1108","4930542H20Rik",0,0,0,0,0
"1109","4930543E12Rik",0,0,0,0,0
"1110","4930544D05Rik",0,0,0,0,1
"1111","4930544G11Rik",0,0,0,0,0
"1112","4930544M13Rik",0,0,0,0,0
"1113","4930545E07Rik",0,0,0,0,0
"1114","4930545H06Rik",0,0,0,0,0
"1115","4930545L23Rik",0,0,0,0,0
"1116","4930546C10Rik",0,1,1,0,0
"1117","4930546K05Rik",1,0,0,0,0
"1118","4930547C10Rik",0,0,0,0,0
"1119","4930547E08Rik",2,1,0,3,4
"1120","4930547E14Rik",0,0,0,0,0
"1121","4930548G14Rik",0,0,0,0,0
"1122","4930548H24Rik",0,0,2,1,0
"1123","4930548J01Rik",0,0,0,0,0
"1124","4930548K13Rik",0,0,0,0,0
"1125","4930549C01Rik",0,0,0,0,0
"1126","4930549G23Rik",174,227,302,257,176
"1127","4930550C14Rik",0,0,0,0,0
"1128","4930550L24Rik",0,0,0,0,0
"1129","4930552N02Rik",0,0,0,0,0
"1130","4930552P12Rik",0,2,0,2,0
"1131","4930553E22Rik",0,0,0,0,0
"1132","4930554C24Rik",0,0,0,0,0
"1133","4930555B11Rik",0,1,0,0,0
"1134","4930555G01Rik",0,0,0,0,0
"1135","4930556C24Rik",0,0,0,0,0
"1136","4930556G01Rik",0,0,0,0,0
"1137","4930556J02Rik",0,0,0,0,0
"1138","4930556M19Rik",0,0,1,0,0
"1139","4930556N09Rik",0,0,0,0,0
"1140","4930557A04Rik",0,0,0,0,0
"1141","4930557J02Rik",1,0,1,0,0
"1142","4930558C23Rik",0,0,0,0,0
"1143","4930558G05Rik",0,0,0,0,0
"1144","4930558J18Rik",0,0,0,0,0
"1145","4930558K02Rik",0,0,0,0,0
"1146","4930562C15Rik",0,0,2,0,0
"1147","4930562F07Rik",9,13,41,18,16
"1148","4930563D23Rik",0,0,0,0,0
"1149","4930563E18Rik",1,4,5,0,3
"1150","4930563E22Rik",6,6,16,6,3
"1151","4930563F08Rik",0,0,0,0,0
"1152","4930563M20Rik",0,0,0,0,0
"1153","4930564B18Rik",0,0,0,0,0
"1154","4930564C03Rik",0,0,0,0,0
"1155","4930564D02Rik",0,0,0,0,0
"1156","4930564G21Rik",1,0,0,0,0
"1157","4930564K09Rik",0,0,0,0,0
"1158","4930565D16Rik",0,0,0,0,0
"1159","4930565N06Rik",2,0,0,0,0
"1160","4930567H12Rik",0,0,0,0,0
"1161","4930567H17Rik",0,0,0,0,0
"1162","4930567J20Rik",0,0,0,0,0
"1163","4930567K20Rik",0,0,0,0,0
"1164","4930568D16Rik",0,0,0,0,0
"1165","4930568E12Rik",0,0,0,0,0
"1166","4930568G15Rik",0,0,0,0,0
"1167","4930568K20Rik",0,0,0,0,0
"1168","4930570G19Rik",2,4,4,2,2
"1169","4930571K23Rik",0,0,0,0,0
"1170","4930572K03Rik",0,0,0,0,0
"1171","4930572O03Rik",0,0,0,0,0
"1172","4930572O13Rik",0,0,0,0,0
"1173","4930573O16Rik",0,0,0,0,0
"1174","4930577N17Rik",17,13,34,20,11
"1175","4930578C19Rik",0,0,0,0,0
"1176","4930578E11Rik",0,0,0,0,0
"1177","4930578I06Rik",0,0,0,0,0
"1178","4930578M01Rik",0,0,0,0,0
"1179","4930578N18Rik",0,0,0,0,0
"1180","4930579F01Rik",0,0,0,0,0
"1181","4930579G18Rik",121,189,222,185,130
"1182","4930579G24Rik",0,0,0,1,0
"1183","4930579K19Rik",0,0,1,0,0
"1184","4930581F22Rik",21,36,57,31,21
"1185","4930583K01Rik",0,0,0,0,0
"1186","4930583P06Rik",0,1,0,0,0
"1187","4930584F24Rik",0,0,0,0,0
"1188","4930590J08Rik",0,0,1,1,1
"1189","4930590L20Rik",24,24,31,26,13
"1190","4930591A17Rik",0,0,0,0,0
"1191","4930592A05Rik",77,150,151,192,119
"1192","4930592I03Rik",0,0,0,1,0
"1193","4930593A02Rik",0,3,0,0,1
"1194","4930593C16Rik",0,0,0,0,0
"1195","4930594C11Rik",0,0,0,0,0
"1196","4930595M18Rik",0,0,0,0,0
"1197","4930596D02Rik",0,0,0,0,0
"1198","4930596M17Rik",0,1,0,0,0
"1199","4930597G03Rik",0,0,0,0,0
"1200","4930598F16Rik",0,0,0,0,0
"1201","4930599N23Rik",69,83,156,102,49
"1202","4931402G19Rik",18,35,35,26,13
"1203","4931403E22Rik",205,344,349,254,182
"1204","4931403G20Rik",25,38,41,26,10
"1205","4931406B18Rik",0,0,0,0,0
"1206","4931406C07Rik",5,13,17,23,7
"1207","4931406H21Rik",0,0,0,0,0
"1208","4931406P16Rik",11,23,21,26,18
"1209","4931408C20Rik",0,0,0,0,0
"1210","4931408D14Rik",8,5,16,0,0
"1211","4931409K22Rik",0,0,0,1,0
"1212","4931414P19Rik",0,1,0,1,0
"1213","4931417E11Rik",0,0,0,0,0
"1214","4931417G12Rik",6,7,6,6,8
"1215","4931419H13Rik",0,0,0,1,0
"1216","4931420L22Rik",0,0,0,0,0
"1217","4931423N10Rik",0,0,0,0,0
"1218","4931428F04Rik",118,213,184,230,142
"1219","4931428L18Rik",0,0,0,0,0
"1220","4931429I11Rik",0,0,0,2,0
"1221","4931429L15Rik",0,0,2,1,3
"1222","4931429P17Rik",0,0,0,0,0
"1223","4931430N09Rik",0,1,0,0,0
"1224","4931431B13Rik",3,0,3,2,0
"1225","4931431C16Rik",48,47,80,59,31
"1226","4931431F19Rik",0,0,0,0,0
"1227","4931440F15Rik",0,0,0,1,0
"1228","4931440J10Rik",9,15,17,7,3
"1229","4931440L10Rik",0,0,0,0,0
"1230","4931440P22Rik",2,3,8,12,4
"1231","4932411E22Rik",0,0,0,0,0
"1232","4932411N23Rik",0,0,0,0,0
"1233","4932412D23Rik",0,0,0,0,0
"1234","4932413F04Rik",0,0,1,0,0
"1235","4932414J04Rik",0,0,0,0,0
"1236","4932414N04Rik",0,0,0,0,0
"1237","4932415G12Rik",1,0,0,0,0
"1238","4932415M13Rik",0,0,0,0,0
"1239","4932416H05Rik",18,19,27,16,5
"1240","4932416K20Rik",0,0,0,0,0
"1241","4932418E24Rik",0,0,0,0,0
"1242","4932429P05Rik",0,0,0,0,0
"1243","4932435O22Rik",0,0,0,0,0
"1244","4932438A13Rik",0,0,0,1,0
"1245","4932438H23Rik",0,0,0,0,0
"1246","4932441J04Rik",1,1,5,1,1
"1247","4932443I19Rik",0,0,0,0,0
"1248","4932702P03Rik",264,253,438,298,153
"1249","4933400A11Rik",0,0,0,0,0
"1250","4933400B14Rik",0,0,0,0,0
"1251","4933400C23Rik",0,0,0,0,0
"1252","4933400F21Rik",0,0,1,0,0
"1253","4933400L20Rik",0,0,0,0,0
"1254","4933401B06Rik",0,0,0,0,0
"1255","4933401D09Rik",0,0,0,0,0
"1256","4933401H06Rik",0,0,0,0,0
